Cross 1,Cross 2,Cross 3,Cross 4,Cross 5,Cross 6,City_Average_Traffic,Time,Hour,Peak,Congestion_Index,Congestion_Level
0,0,0,0,0,0,0,11-01-2024 11:45,11,0,0,Low
0,0,0,0,0,0,0,11-01-2024 11:50,11,0,0,Low
0,0,0,0,0,0,0,11-01-2024 11:55,11,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:00,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:05,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:10,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:15,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:20,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:25,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:30,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:35,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:40,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:45,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:50,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 12:55,12,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:00,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:05,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:10,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:15,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:20,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:25,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:30,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:35,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:40,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:45,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:50,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 13:55,13,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:00,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:05,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:10,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:15,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:20,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:25,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:30,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:35,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:40,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:45,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:50,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 14:55,14,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:00,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:05,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:10,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:15,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:20,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:25,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:30,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:35,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:40,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:45,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:50,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 15:55,15,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:00,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:05,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:10,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:15,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:20,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:25,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:30,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:35,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:40,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:45,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:50,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 16:55,16,0,0,Low
0,0,0,0,0,0,0,11-01-2024 17:00,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:05,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:10,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:15,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:20,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:25,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:30,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:35,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:40,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:45,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:50,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 17:55,17,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:00,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:05,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:10,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:15,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:20,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:25,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:30,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:35,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:40,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:45,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:50,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 18:55,18,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:00,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:05,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:10,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:15,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:20,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:25,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:30,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:35,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:40,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:45,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:50,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 19:55,19,1,0,Low
0,0,0,0,0,0,0,11-01-2024 20:00,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:05,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:10,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:15,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:20,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:25,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:30,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:35,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:40,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:45,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:50,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 20:55,20,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:00,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:05,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:10,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:15,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:20,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:25,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:30,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:35,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:40,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:45,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:50,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 21:55,21,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:00,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:05,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:10,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:15,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:20,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:25,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:30,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:35,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:40,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:45,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:50,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 22:55,22,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:00,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:05,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:10,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:15,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:20,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:25,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:30,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:35,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:40,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:45,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:50,23,0,0,Low
0,0,0,0,0,0,0,11-01-2024 23:55,23,0,0,Low
60,43.5,0,0,0,65.5,28.16666667,12-01-2024 00:00,0,0,0.465091303,Low
68.5,25.5,0,0,0,56,25,12-01-2024 00:05,0,0,0.412802931,Low
57,24.5,0,0,0,58.5,23.33333333,12-01-2024 00:10,0,0,0.385282736,Low
45,30.5,0,0,0,70,24.25,12-01-2024 00:15,0,0,0.400418843,Low
58,30,0,0,0,41.5,21.58333333,12-01-2024 00:20,0,0,0.356386531,Low
54,18,0,0,0,48.5,20.08333333,12-01-2024 00:25,0,0,0.331618355,Low
34,21,0,0,0,41.5,16.08333333,12-01-2024 00:30,0,0,0.265569886,Low
31.5,29,0,0,0,66,21.08333333,12-01-2024 00:35,0,0,0.348130472,Low
38.5,14.5,0,0,0,42,15.83333333,12-01-2024 00:40,0,0,0.261441857,Low
43,21,0,0,0,48,18.66666667,12-01-2024 00:45,0,0,0.308226189,Low
40,22,0,0,0,35,16.16666667,12-01-2024 00:50,0,0,0.266945896,Low
26.5,11.5,0,0,0,39,12.83333333,12-01-2024 00:55,0,0,0.211905505,Low
25,9,0,0,0,40,12.33333333,12-01-2024 01:00,1,0,0.203649446,Low
23.5,8,0,0,0,57.5,14.83333333,12-01-2024 01:05,1,0,0.244929739,Low
14.5,9.5,0,0,0,44.5,11.41666667,12-01-2024 01:10,1,0,0.188513339,Low
29,13,0,0,0,31,12.16666667,12-01-2024 01:15,1,0,0.200897427,Low
24,9,0,0,0,33,11,12-01-2024 01:20,1,0,0.18163329,Low
14.5,11,0,0,0,28,8.916666667,12-01-2024 01:25,1,0,0.147233046,Low
30,12,0,0,0,21.5,10.58333333,12-01-2024 01:30,1,0,0.174753241,Low
15,7.5,0,0,0,37,9.916666667,12-01-2024 01:35,1,0,0.163745163,Low
18.5,6,0,0,0,18,7.083333333,12-01-2024 01:40,1,0,0.116960831,Low
26.5,9,0,0,0,26,10.25,12-01-2024 01:45,1,0,0.169249202,Low
18.5,9.5,0,0,0,29.5,9.583333333,12-01-2024 01:50,1,0,0.158241124,Low
17,8,0,0,0,31.5,9.416666667,12-01-2024 01:55,1,0,0.155489104,Low
7,2,0,0,0,17,4.333333333,12-01-2024 02:00,2,0,0.071552508,Low
17,7,0,0,0,22,7.666666667,12-01-2024 02:05,2,0,0.126592899,Low
18,11.5,0,0,0,23,8.75,12-01-2024 02:10,2,0,0.144481026,Low
18.5,15,0,0,0,13.5,7.833333333,12-01-2024 02:15,2,0,0.129344919,Low
20.5,5,0,0,0,22,7.916666667,12-01-2024 02:20,2,0,0.130720928,Low
15,4.5,0,1,0,30,8.416666667,12-01-2024 02:25,2,0,0.138976987,Low
8,4.5,0,0,0,14,4.416666667,12-01-2024 02:30,2,0,0.072928518,Low
15,11.5,0,0,0,12,6.416666667,12-01-2024 02:35,2,0,0.105952752,Low
14,6,0,0,0,18.5,6.416666667,12-01-2024 02:40,2,0,0.105952752,Low
19.5,12.5,0,1.5,0,13,7.75,12-01-2024 02:45,2,0,0.127968909,Low
16,3.5,0,10.5,0,20.5,8.416666667,12-01-2024 02:50,2,0,0.138976987,Low
6.5,3,0,9,0,17,5.916666667,12-01-2024 02:55,2,0,0.097696694,Low
13.5,4,0,8,0,12,6.25,12-01-2024 03:00,3,0,0.103200733,Low
11,9,3,12.5,0,12.5,8,12-01-2024 03:05,3,0,0.132096938,Low
14,3.5,5,6,0,12,6.75,12-01-2024 03:10,3,0,0.111456791,Low
9,2.5,3,11,0,17,7.083333333,12-01-2024 03:15,3,0,0.116960831,Low
10,5,9,12.5,0,13.5,8.333333333,12-01-2024 03:20,3,0,0.137600977,Low
8,3.5,5,4,0,14,5.75,12-01-2024 03:25,3,0,0.094944674,Low
5.5,2.5,6,10.5,0,26.5,8.5,12-01-2024 03:30,3,0,0.140352997,Low
8,3,2,2.5,0,10.5,4.333333333,12-01-2024 03:35,3,0,0.071552508,Low
7,1,4,5.5,0,9,4.416666667,12-01-2024 03:40,3,0,0.072928518,Low
7,5,2,5,3,11,5.5,12-01-2024 03:45,3,0,0.090816645,Low
3.5,3.5,3,5,1,13.5,4.916666667,12-01-2024 03:50,3,0,0.081184577,Low
5,3,7,7.5,2,46,11.75,12-01-2024 03:55,3,0,0.194017378,Low
13.5,5.5,3,8,1,6.5,6.25,12-01-2024 04:00,4,0,0.103200733,Low
12,2,0,6,1,9,5,12-01-2024 04:05,4,0,0.082560586,Low
10.5,3.5,3,4.5,1,12,5.75,12-01-2024 04:10,4,0,0.094944674,Low
4.5,2,3,5.5,1,7.5,3.916666667,12-01-2024 04:15,4,0,0.064672459,Low
6.5,3,2,8,1,9,4.916666667,12-01-2024 04:20,4,0,0.081184577,Low
4,2,3,2.5,2,7.5,3.5,12-01-2024 04:25,4,0,0.05779241,Low
8.5,1.5,3,5.5,0,4.5,3.833333333,12-01-2024 04:30,4,0,0.063296449,Low
6.5,2.5,0,7.5,0,10,4.416666667,12-01-2024 04:35,4,0,0.072928518,Low
9,5.5,2,6,2,13,6.25,12-01-2024 04:40,4,0,0.103200733,Low
12,6.5,3,11,2,8,7.083333333,12-01-2024 04:45,4,0,0.116960831,Low
9,2.5,7,8.5,4,21.5,8.75,12-01-2024 04:50,4,0,0.144481026,Low
15,4.5,4,7,5,15.5,8.5,12-01-2024 04:55,4,0,0.140352997,Low
12,5.5,2,5,3,6.5,5.666666667,12-01-2024 05:00,5,0,0.093568664,Low
4.5,2.5,5,9.5,3,10,5.75,12-01-2024 05:05,5,0,0.094944674,Low
5,2.5,7,7,5,10.5,6.166666667,12-01-2024 05:10,5,0,0.101824723,Low
14,2.5,3,10,2,20,8.583333333,12-01-2024 05:15,5,0,0.141729006,Low
10,4.5,6,11.5,4,24.5,10.08333333,12-01-2024 05:20,5,0,0.166497182,Low
13.5,3.5,6,10.5,6,14,8.916666667,12-01-2024 05:25,5,0,0.147233046,Low
9,5.5,6,9,2,25,9.416666667,12-01-2024 05:30,5,0,0.155489104,Low
15,5.5,11,2.5,2,15,8.5,12-01-2024 05:35,5,0,0.140352997,Low
23,13.5,11,18.5,4,22,15.33333333,12-01-2024 05:40,5,0,0.253185798,Low
28.5,14,10,18,4,22,16.08333333,12-01-2024 05:45,5,0,0.265569886,Low
31,7.5,11,13,1,23.5,14.5,12-01-2024 05:50,5,0,0.2394257,Low
39,16,17,19.5,13,20,20.75,12-01-2024 05:55,5,0,0.342626433,Low
28,12.5,16,15.5,7,31.5,18.41666667,12-01-2024 06:00,6,0,0.304098159,Low
39,17.5,18,20,10,28.5,22.16666667,12-01-2024 06:05,6,0,0.366018599,Low
43,15,21,21,11,45.5,26.08333333,12-01-2024 06:10,6,0,0.430691058,Low
40.5,12,23,27.5,10,35,24.66666667,12-01-2024 06:15,6,0,0.407298892,Low
58,22.5,16,19.5,6,43.5,27.58333333,12-01-2024 06:20,6,0,0.455459234,Low
59.5,25.5,16,28.5,12,51,32.08333333,12-01-2024 06:25,6,0,0.529763762,Low
70,32,28,35.5,6,66.5,39.66666667,12-01-2024 06:30,6,0,0.654980651,Low
73,41,24,45.5,17,53.5,42.33333333,12-01-2024 06:35,6,0,0.699012964,Low
81,46.5,34,39.5,18,67,47.66666667,12-01-2024 06:40,6,0,0.787077589,Low
89.5,52.5,49,51,20,69,55.16666667,12-01-2024 06:45,6,0,0.910918469,Low
116,54,32,54.5,25,80.5,60.33333333,12-01-2024 06:50,6,0,0.996231074,Low
89,33.5,35,48.5,20,73.5,49.91666667,12-01-2024 06:55,6,0,0.824229853,Low
99,49,33,50,28,100.5,59.91666667,12-01-2024 07:00,7,0,0.989351026,Low
115,53.5,54,55,33,73,63.91666667,12-01-2024 07:05,7,0,1.055399495,Medium
116,44,47,74,33,82.5,66.08333333,12-01-2024 07:10,7,0,1.091175749,Medium
130.5,56,49,64,31,88,69.75,12-01-2024 07:15,7,0,1.151720179,Medium
172.5,80,55,88.5,42,70,84.66666667,12-01-2024 07:20,7,0,1.398025928,High
183.5,94,62,85.5,46,110.5,96.91666667,12-01-2024 07:25,7,0,1.600299364,High
198,120.5,69,109.5,39,99.5,105.9166667,12-01-2024 07:30,7,0,1.748908419,High
190,79,75,105,56,114.5,103.25,12-01-2024 07:35,7,0,1.704876107,High
235.5,129,66,104.5,73,119.5,121.25,12-01-2024 07:40,7,0,2.002094217,High
242,162,88,152,85,108.5,139.5833333,12-01-2024 07:45,7,0,2.304816367,High
261.5,206.5,129,230,136,174,189.5,12-01-2024 07:50,7,0,3.12904622,High
284.5,166.5,141,201,129,163,180.8333333,12-01-2024 07:55,7,0,2.985941204,High
296,210,134,206,97,169.5,185.4166667,12-01-2024 08:00,8,1,3.061621741,High
275,223,162,237.5,154,204,209.25,12-01-2024 08:05,8,1,3.455160536,High
310,211.5,159,236.5,162,207,214.3333333,12-01-2024 08:10,8,1,3.539097132,High
281.5,244.5,167,263.5,139,190.5,214.3333333,12-01-2024 08:15,8,1,3.539097132,High
303.5,274.5,172,247.5,149,194,223.4166667,12-01-2024 08:20,8,1,3.689082197,High
293,215,171,251,151,223,217.3333333,12-01-2024 08:25,8,1,3.588633484,High
305.5,292.5,155,244,152,230.5,229.9166667,12-01-2024 08:30,8,1,3.796410959,High
262.5,226,173,230.5,139,202.5,205.5833333,12-01-2024 08:35,8,1,3.394616106,High
273.5,213,146,201.5,124,235,198.8333333,12-01-2024 08:40,8,1,3.283159314,High
279.5,199.5,160,235.5,135,174,197.25,12-01-2024 08:45,8,1,3.257015129,High
239.5,181.5,166,247,115,165,185.6666667,12-01-2024 08:50,8,1,3.06574977,High
236,176.5,141,191,144,199.5,181.3333333,12-01-2024 08:55,8,1,2.994197262,High
234.5,171,143,195,109,209.5,177,12-01-2024 09:00,9,1,2.922644754,High
244,168,117,183.5,107,186,167.5833333,12-01-2024 09:05,9,1,2.76715565,High
202.5,134,114,178.5,99,190.5,153.0833333,12-01-2024 09:10,9,1,2.52772995,High
208,127,85,156.5,62,172,135.0833333,12-01-2024 09:15,9,1,2.230511839,High
177.5,122,116,138.5,102,167,137.1666667,12-01-2024 09:20,9,1,2.264912084,High
192,125.5,103,153.5,76,170,136.6666667,12-01-2024 09:25,9,1,2.256656025,High
230,120.5,101,166.5,91,223.5,155.4166667,12-01-2024 09:30,9,1,2.566258223,High
195,115.5,83,157,82,184.5,136.1666667,12-01-2024 09:35,9,1,2.248399966,High
209.5,152.5,83,148.5,65,170.5,138.1666667,12-01-2024 09:40,9,1,2.281424201,High
173.5,135.5,76,150,61,170,127.6666667,12-01-2024 09:45,9,1,2.10804697,High
190,144.5,101,158,62,166.5,137,12-01-2024 09:50,9,1,2.262160064,High
221.5,123,89,131.5,86,168.5,136.5833333,12-01-2024 09:55,9,1,2.255280015,High
193.5,155,87,188.5,53,179,142.6666667,12-01-2024 10:00,10,1,2.355728728,High
184.5,144,85,168.5,72,159.5,135.5833333,12-01-2024 10:05,10,1,2.238767898,High
216.5,142.5,94,152,62,180,141.1666667,12-01-2024 10:10,10,1,2.330960553,High
209.5,126.5,93,138.5,82,187.5,139.5,12-01-2024 10:15,10,1,2.303440357,High
191.5,117,73,162,51,142.5,122.8333333,12-01-2024 10:20,10,1,2.028238403,High
190.5,99.5,83,127,65,156.5,120.25,12-01-2024 10:25,10,1,1.9855821,High
167,126.5,72,149.5,57,132.5,117.4166667,12-01-2024 10:30,10,1,1.938797768,High
185,129.5,88,131,57,154,124.0833333,12-01-2024 10:35,10,1,2.048878549,High
165,127.5,98,137.5,58,174,126.6666667,12-01-2024 10:40,10,1,2.091534852,High
163.5,120.5,75,142,63,147,118.5,12-01-2024 10:45,10,1,1.956685895,High
168.5,109,88,137.5,69,127,116.5,12-01-2024 10:50,10,1,1.92366166,High
159,151,78,168,62,148.5,127.75,12-01-2024 10:55,10,1,2.109422979,High
180.5,102.5,81,111,61,136,112,12-01-2024 11:00,11,0,1.849357133,High
139,99.5,76,118.5,49,163,107.5,12-01-2024 11:05,11,0,1.775052605,High
157,117.5,81,152,62,189,126.4166667,12-01-2024 11:10,11,0,2.087406823,High
147.5,91,78,122,57,168.5,110.6666667,12-01-2024 11:15,11,0,1.827340976,High
178.5,112.5,83,128.5,71,132,117.5833333,12-01-2024 11:20,11,0,1.941549787,High
176,106.5,82,133.5,49,135.5,113.75,12-01-2024 11:25,11,0,1.878253338,High
155,101,72,118.5,46,126.5,103.1666667,12-01-2024 11:30,11,0,1.703500097,High
183,132.5,59,149,60,34,102.9166667,12-01-2024 11:35,11,0,1.699372068,High
192,103,37,145.5,31,0,84.75,12-01-2024 11:40,11,0,1.399401937,High
118,0,0,65.5,0,0,30.58333333,12-01-2024 11:45,11,0,0.504995586,Low
0,0,0,0,0,0,0,12-01-2024 11:50,11,0,0,Low
0,0,0,0,0,0,0,12-01-2024 11:55,11,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:00,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:05,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:10,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:15,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:20,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:25,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:30,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:35,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:40,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:45,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:50,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 12:55,12,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:00,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:05,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:10,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:15,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:20,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:25,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:30,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:35,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:40,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:45,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:50,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 13:55,13,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:00,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:05,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:10,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:15,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:20,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:25,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:30,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:35,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:40,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:45,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:50,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 14:55,14,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:00,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:05,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:10,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:15,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:20,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:25,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:30,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:35,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:40,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:45,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:50,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 15:55,15,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:00,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:05,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:10,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:15,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:20,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:25,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:30,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:35,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:40,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:45,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:50,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 16:55,16,0,0,Low
0,0,0,0,0,0,0,12-01-2024 17:00,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:05,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:10,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:15,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:20,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:25,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:30,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:35,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:40,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:45,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:50,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 17:55,17,1,0,Low
0,0,0,0,0,0,0,12-01-2024 18:00,18,1,0,Low
0,0,0,0,0,0,0,12-01-2024 18:05,18,1,0,Low
